Location;LocationRate;Month;MonthRate;Weather;WeatherRate;Time;TimeRate
Iceland;5;Dec;4;Overcast;2;Dusk;3
Iceland;5;Dec;4;Rainy;0;Dusk;3
Iceland;5;Dec;4;Snow;0;Dusk;3
Norway;5;Jan;4;Clear;5;Night;5
Norway;5;Jan;4;Partly cloudy;3;Night;5
Norway;5;Jan;4;Overcast;2;Night;5
Norway;5;Jan;4;Rainy;0;Night;5
Norway;5;Jan;4;Snow;0;Night;5
Norway;5;Jan;4;Clear;5;Dawn;2
Norway;5;Jan;4;Partly cloudy;3;Dawn;2
Norway;5;Jan;4;Overcast;2;Dawn;2
Norway;5;Jan;4;Rainy;0;Dawn;2
Norway;5;Jan;4;Snow;0;Dawn;2
Norway;5;Jan;4;Clear;5;Dusk;3
Norway;5;Jan;4;Partly cloudy;3;Dusk;3
Norway;5;Jan;4;Overcast;2;Dusk;3
Norway;5;Jan;4;Rainy;0;Dusk;3
Norway;5;Jan;4;Snow;0;Dusk;3
Norway;5;Feb;4;Clear;5;Night;5
Norway;5;Feb;4;Partly cloudy;3;Night;5
Norway;5;Feb;4;Overcast;2;Night;5
Norway;5;Feb;4;Rainy;0;Night;5
Norway;5;Feb;4;Snow;0;Night;5
Norway;5;Feb;4;Clear;5;Dawn;2
Norway;5;Feb;4;Partly cloudy;3;Dawn;2
Norway;5;Feb;4;Overcast;2;Dawn;2
Norway;5;Feb;4;Rainy;0;Dawn;2
Norway;5;Feb;4;Snow;0;Dawn;2
Norway;5;Feb;4;Clear;5;Dusk;3
Norway;5;Feb;4;Partly cloudy;3;Dusk;3
Norway;5;Feb;4;Overcast;2;Dusk;3
Norway;5;Feb;4;Rainy;0;Dusk;3
Norway;5;Feb;4;Snow;0;Dusk;3
Norway;5;Mar;5;Clear;5;Night;5
Norway;5;Mar;5;Partly cloudy;3;Night;5
Norway;5;Mar;5;Overcast;2;Night;5
Norway;5;Mar;5;Rainy;0;Night;5
Norway;5;Mar;5;Snow;0;Night;5
Norway;5;Mar;5;Clear;5;Dawn;2
Norway;5;Mar;5;Partly cloudy;3;Dawn;2
Norway;5;Mar;5;Overcast;2;Dawn;2
Norway;5;Mar;5;Rainy;0;Dawn;2
Norway;5;Mar;5;Snow;0;Dawn;2
Norway;5;Mar;5;Clear;5;Dusk;3
Norway;5;Mar;5;Partly cloudy;3;Dusk;3
Norway;5;Mar;5;Overcast;2;Dusk;3
Norway;5;Mar;5;Rainy;0;Dusk;3
Norway;5;Mar;5;Snow;0;Dusk;3
Norway;5;Apr;2;Clear;5;Night;5
Norway;5;Apr;2;Partly cloudy;3;Night;5
Norway;5;Apr;2;Overcast;2;Night;5
Norway;5;Apr;2;Rainy;0;Night;5
Norway;5;Apr;2;Snow;0;Night;5
Norway;5;Apr;2;Clear;5;Dawn;2
Norway;5;Apr;2;Partly cloudy;3;Dawn;2
Norway;5;Apr;2;Overcast;2;Dawn;2
Norway;5;Apr;2;Rainy;0;Dawn;2
Norway;5;Apr;2;Snow;0;Dawn;2
Norway;5;Apr;2;Clear;5;Dusk;3
Norway;5;Apr;2;Partly cloudy;3;Dusk;3
Norway;5;Apr;2;Overcast;2;Dusk;3
Norway;5;Apr;2;Rainy;0;Dusk;3
Norway;5;Apr;2;Snow;0;Dusk;3
Norway;5;May;0;Clear;5;Night;5
Norway;5;May;0;Partly cloudy;3;Night;5
Norway;5;May;0;Overcast;2;Night;5
Norway;5;May;0;Rainy;0;Night;5
Norway;5;May;0;Snow;0;Night;5
Norway;5;May;0;Clear;5;Dawn;2
Norway;5;May;0;Partly cloudy;3;Dawn;2
Norway;5;May;0;Overcast;2;Dawn;2
Norway;5;May;0;Rainy;0;Dawn;2
Norway;5;May;0;Snow;0;Dawn;2
Norway;5;May;0;Clear;5;Dusk;3
Norway;5;May;0;Partly cloudy;3;Dusk;3
Norway;5;May;0;Overcast;2;Dusk;3
Norway;5;May;0;Rainy;0;Dusk;3
Norway;5;May;0;Snow;0;Dusk;3
Norway;5;Jun;0;Clear;5;Night;5
Norway;5;Jun;0;Partly cloudy;3;Night;5
Norway;5;Jun;0;Overcast;2;Night;5
Norway;5;Jun;0;Rainy;0;Night;5
Norway;5;Jun;0;Snow;0;Night;5
Norway;5;Jun;0;Clear;5;Dawn;2
Norway;5;Jun;0;Partly cloudy;3;Dawn;2
Norway;5;Jun;0;Overcast;2;Dawn;2
Norway;5;Jun;0;Rainy;0;Dawn;2
Norway;5;Jun;0;Snow;0;Dawn;2
Norway;5;Jun;0;Clear;5;Dusk;3
Norway;5;Jun;0;Partly cloudy;3;Dusk;3
Norway;5;Jun;0;Overcast;2;Dusk;3
Norway;5;Jun;0;Rainy;0;Dusk;3
Norway;5;Jun;0;Snow;0;Dusk;3
Norway;5;Jul;0;Clear;5;Night;5
Norway;5;Jul;0;Partly cloudy;3;Night;5
Norway;5;Jul;0;Overcast;2;Night;5
Norway;5;Jul;0;Rainy;0;Night;5
Norway;5;Jul;0;Snow;0;Night;5
Norway;5;Jul;0;Clear;5;Dawn;2
Norway;5;Jul;0;Partly cloudy;3;Dawn;2
Norway;5;Jul;0;Overcast;2;Dawn;2
Norway;5;Jul;0;Rainy;0;Dawn;2
Norway;5;Jul;0;Snow;0;Dawn;2
Norway;5;Jul;0;Clear;5;Dusk;3
Norway;5;Jul;0;Partly cloudy;3;Dusk;3
Norway;5;Jul;0;Overcast;2;Dusk;3
Norway;5;Jul;0;Rainy;0;Dusk;3
Norway;5;Jul;0;Snow;0;Dusk;3
Norway;5;Aug;2;Clear;5;Night;5
Norway;5;Aug;2;Partly cloudy;3;Night;5
Norway;5;Aug;2;Overcast;2;Night;5
Norway;5;Aug;2;Rainy;0;Night;5
Norway;5;Aug;2;Snow;0;Night;5
Norway;5;Aug;2;Clear;5;Dawn;2
Norway;5;Aug;2;Partly cloudy;3;Dawn;2
Norway;5;Aug;2;Overcast;2;Dawn;2
Norway;5;Aug;2;Rainy;0;Dawn;2
Norway;5;Aug;2;Snow;0;Dawn;2
Norway;5;Aug;2;Clear;5;Dusk;3
Norway;5;Aug;2;Partly cloudy;3;Dusk;3
Norway;5;Aug;2;Overcast;2;Dusk;3
Norway;5;Aug;2;Rainy;0;Dusk;3
Norway;5;Aug;2;Snow;0;Dusk;3
Norway;5;Sep;5;Clear;5;Night;5
Norway;5;Sep;5;Partly cloudy;3;Night;5
Norway;5;Sep;5;Overcast;2;Night;5
Norway;5;Sep;5;Rainy;0;Night;5
Norway;5;Sep;5;Snow;0;Night;5
Norway;5;Sep;5;Clear;5;Dawn;2
Norway;5;Sep;5;Partly cloudy;3;Dawn;2
Norway;5;Sep;5;Overcast;2;Dawn;2
Norway;5;Sep;5;Rainy;0;Dawn;2
Norway;5;Sep;5;Snow;0;Dawn;2
Norway;5;Sep;5;Clear;5;Dusk;3
Norway;5;Sep;5;Partly cloudy;3;Dusk;3
Norway;5;Sep;5;Overcast;2;Dusk;3
Norway;5;Sep;5;Rainy;0;Dusk;3
Norway;5;Sep;5;Snow;0;Dusk;3
Norway;5;Oct;4;Clear;5;Night;5
Norway;5;Oct;4;Partly cloudy;3;Night;5
Norway;5;Oct;4;Overcast;2;Night;5
Norway;5;Oct;4;Rainy;0;Night;5
Norway;5;Oct;4;Snow;0;Night;5
Norway;5;Oct;4;Clear;5;Dawn;2
Norway;5;Oct;4;Partly cloudy;3;Dawn;2
Norway;5;Oct;4;Overcast;2;Dawn;2
Norway;5;Oct;4;Rainy;0;Dawn;2
Norway;5;Oct;4;Snow;0;Dawn;2
Norway;5;Oct;4;Clear;5;Dusk;3
Norway;5;Oct;4;Partly cloudy;3;Dusk;3
Norway;5;Oct;4;Overcast;2;Dusk;3
Norway;5;Oct;4;Rainy;0;Dusk;3
Norway;5;Oct;4;Snow;0;Dusk;3
Norway;5;Nov;4;Clear;5;Night;5
Norway;5;Nov;4;Partly cloudy;3;Night;5
Norway;5;Nov;4;Overcast;2;Night;5
Norway;5;Nov;4;Rainy;0;Night;5
Norway;5;Nov;4;Snow;0;Night;5
Norway;5;Nov;4;Clear;5;Dawn;2
Norway;5;Nov;4;Partly cloudy;3;Dawn;2
Norway;5;Nov;4;Overcast;2;Dawn;2
Norway;5;Nov;4;Rainy;0;Dawn;2
Norway;5;Nov;4;Snow;0;Dawn;2
Norway;5;Nov;4;Clear;5;Dusk;3
Norway;5;Nov;4;Partly cloudy;3;Dusk;3
Norway;5;Nov;4;Overcast;2;Dusk;3
Norway;5;Nov;4;Rainy;0;Dusk;3
Norway;5;Nov;4;Snow;0;Dusk;3
Norway;5;Dec;4;Clear;5;Night;5
Norway;5;Dec;4;Partly cloudy;3;Night;5
Norway;5;Dec;4;Overcast;2;Night;5
Norway;5;Dec;4;Rainy;0;Night;5
Norway;5;Dec;4;Snow;0;Night;5
Norway;5;Dec;4;Clear;5;Dawn;2
Norway;5;Dec;4;Partly cloudy;3;Dawn;2
Norway;5;Dec;4;Overcast;2;Dawn;2
Norway;5;Dec;4;Rainy;0;Dawn;2
Norway;5;Dec;4;Snow;0;Dawn;2
Norway;5;Dec;4;Clear;5;Dusk;3
Norway;5;Dec;4;Partly cloudy;3;Dusk;3
Norway;5;Dec;4;Overcast;2;Dusk;3
Norway;5;Dec;4;Rainy;0;Dusk;3
Norway;5;Dec;4;Snow;0;Dusk;3
Finland;4;Jan;4;Clear;5;Night;5
Finland;4;Jan;4;Partly cloudy;3;Night;5
Finland;4;Jan;4;Overcast;2;Night;5
Finland;4;Jan;4;Rainy;0;Night;5
Finland;4;Jan;4;Snow;0;Night;5
Finland;4;Jan;4;Clear;5;Dawn;2
Finland;4;Jan;4;Partly cloudy;3;Dawn;2
Finland;4;Jan;4;Overcast;2;Dawn;2
Finland;4;Jan;4;Rainy;0;Dawn;2
Finland;4;Jan;4;Snow;0;Dawn;2
Finland;4;Jan;4;Clear;5;Dusk;3
Finland;4;Jan;4;Partly cloudy;3;Dusk;3
Finland;4;Jan;4;Overcast;2;Dusk;3
Finland;4;Jan;4;Rainy;0;Dusk;3
Finland;4;Jan;4;Snow;0;Dusk;3
Finland;4;Feb;4;Clear;5;Night;5
Finland;4;Feb;4;Partly cloudy;3;Night;5
Finland;4;Feb;4;Overcast;2;Night;5
Finland;4;Feb;4;Rainy;0;Night;5
Finland;4;Feb;4;Snow;0;Night;5
Finland;4;Feb;4;Clear;5;Dawn;2
Finland;4;Feb;4;Partly cloudy;3;Dawn;2
Finland;4;Feb;4;Overcast;2;Dawn;2
Finland;4;Feb;4;Rainy;0;Dawn;2
Finland;4;Feb;4;Snow;0;Dawn;2
Finland;4;Feb;4;Clear;5;Dusk;3
Finland;4;Feb;4;Partly cloudy;3;Dusk;3
Finland;4;Feb;4;Overcast;2;Dusk;3
Finland;4;Feb;4;Rainy;0;Dusk;3
Finland;4;Feb;4;Snow;0;Dusk;3
Finland;4;Mar;5;Clear;5;Night;5
Finland;4;Mar;5;Partly cloudy;3;Night;5
Finland;4;Mar;5;Overcast;2;Night;5
Finland;4;Mar;5;Rainy;0;Night;5
Finland;4;Mar;5;Snow;0;Night;5
Finland;4;Mar;5;Clear;5;Dawn;2
Finland;4;Mar;5;Partly cloudy;3;Dawn;2
Finland;4;Mar;5;Overcast;2;Dawn;2
Finland;4;Mar;5;Rainy;0;Dawn;2
Finland;4;Mar;5;Snow;0;Dawn;2
Finland;4;Mar;5;Clear;5;Dusk;3
Finland;4;Mar;5;Partly cloudy;3;Dusk;3
Finland;4;Mar;5;Overcast;2;Dusk;3
Finland;4;Mar;5;Rainy;0;Dusk;3
Finland;4;Mar;5;Snow;0;Dusk;3
Finland;4;Apr;2;Clear;5;Night;5
Finland;4;Apr;2;Partly cloudy;3;Night;5
Finland;4;Apr;2;Overcast;2;Night;5
Finland;4;Apr;2;Rainy;0;Night;5
Finland;4;Apr;2;Snow;0;Night;5
Finland;4;Apr;2;Clear;5;Dawn;2
Finland;4;Apr;2;Partly cloudy;3;Dawn;2
Finland;4;Apr;2;Overcast;2;Dawn;2
Finland;4;Apr;2;Rainy;0;Dawn;2
Finland;4;Apr;2;Snow;0;Dawn;2
Finland;4;Apr;2;Clear;5;Dusk;3
Finland;4;Apr;2;Partly cloudy;3;Dusk;3
Finland;4;Apr;2;Overcast;2;Dusk;3
Finland;4;Apr;2;Rainy;0;Dusk;3
Finland;4;Apr;2;Snow;0;Dusk;3
Finland;4;May;0;Clear;5;Night;5
Finland;4;May;0;Partly cloudy;3;Night;5
Finland;4;May;0;Overcast;2;Night;5
Finland;4;May;0;Rainy;0;Night;5
Finland;4;May;0;Snow;0;Night;5
Finland;4;May;0;Clear;5;Dawn;2
Finland;4;May;0;Partly cloudy;3;Dawn;2
Finland;4;May;0;Overcast;2;Dawn;2
Finland;4;May;0;Rainy;0;Dawn;2
Finland;4;May;0;Snow;0;Dawn;2
Finland;4;May;0;Clear;5;Dusk;3
Finland;4;May;0;Partly cloudy;3;Dusk;3
Finland;4;May;0;Overcast;2;Dusk;3
Finland;4;May;0;Rainy;0;Dusk;3
Finland;4;May;0;Snow;0;Dusk;3
Finland;4;Jun;0;Clear;5;Night;5
Finland;4;Jun;0;Partly cloudy;3;Night;5
Finland;4;Jun;0;Overcast;2;Night;5
Finland;4;Jun;0;Rainy;0;Night;5
Finland;4;Jun;0;Snow;0;Night;5
Finland;4;Jun;0;Clear;5;Dawn;2
Finland;4;Jun;0;Partly cloudy;3;Dawn;2
Finland;4;Jun;0;Overcast;2;Dawn;2
Finland;4;Jun;0;Rainy;0;Dawn;2
Finland;4;Jun;0;Snow;0;Dawn;2
Finland;4;Jun;0;Clear;5;Dusk;3
Finland;4;Jun;0;Partly cloudy;3;Dusk;3
Finland;4;Jun;0;Overcast;2;Dusk;3
Finland;4;Jun;0;Rainy;0;Dusk;3
Finland;4;Jun;0;Snow;0;Dusk;3
Finland;4;Jul;0;Clear;5;Night;5
Finland;4;Jul;0;Partly cloudy;3;Night;5
Finland;4;Jul;0;Overcast;2;Night;5
Finland;4;Jul;0;Rainy;0;Night;5
Finland;4;Jul;0;Snow;0;Night;5
Finland;4;Jul;0;Clear;5;Dawn;2
Finland;4;Jul;0;Partly cloudy;3;Dawn;2
Finland;4;Jul;0;Overcast;2;Dawn;2
Finland;4;Jul;0;Rainy;0;Dawn;2
Finland;4;Jul;0;Snow;0;Dawn;2
Finland;4;Jul;0;Clear;5;Dusk;3
Finland;4;Jul;0;Partly cloudy;3;Dusk;3
Finland;4;Jul;0;Overcast;2;Dusk;3
Finland;4;Jul;0;Rainy;0;Dusk;3
Finland;4;Jul;0;Snow;0;Dusk;3
Finland;4;Aug;2;Clear;5;Night;5
Finland;4;Aug;2;Partly cloudy;3;Night;5
Finland;4;Aug;2;Overcast;2;Night;5
Finland;4;Aug;2;Rainy;0;Night;5
Finland;4;Aug;2;Snow;0;Night;5
Finland;4;Aug;2;Clear;5;Dawn;2
Finland;4;Aug;2;Partly cloudy;3;Dawn;2
Finland;4;Aug;2;Overcast;2;Dawn;2
Finland;4;Aug;2;Rainy;0;Dawn;2
Finland;4;Aug;2;Snow;0;Dawn;2
Finland;4;Aug;2;Clear;5;Dusk;3
Finland;4;Aug;2;Partly cloudy;3;Dusk;3
Finland;4;Aug;2;Overcast;2;Dusk;3
Finland;4;Aug;2;Rainy;0;Dusk;3
Finland;4;Aug;2;Snow;0;Dusk;3
Finland;4;Sep;5;Clear;5;Night;5
Finland;4;Sep;5;Partly cloudy;3;Night;5
Finland;4;Sep;5;Overcast;2;Night;5
Finland;4;Sep;5;Rainy;0;Night;5
Finland;4;Sep;5;Snow;0;Night;5
Finland;4;Sep;5;Clear;5;Dawn;2
Finland;4;Sep;5;Partly cloudy;3;Dawn;2
Finland;4;Sep;5;Overcast;2;Dawn;2
Finland;4;Sep;5;Rainy;0;Dawn;2
Finland;4;Sep;5;Snow;0;Dawn;2
Finland;4;Sep;5;Clear;5;Dusk;3
Finland;4;Sep;5;Partly cloudy;3;Dusk;3
Finland;4;Sep;5;Overcast;2;Dusk;3
Finland;4;Sep;5;Rainy;0;Dusk;3
Finland;4;Sep;5;Snow;0;Dusk;3
Finland;4;Oct;4;Clear;5;Night;5
Finland;4;Oct;4;Partly cloudy;3;Night;5
Finland;4;Oct;4;Overcast;2;Night;5
Finland;4;Oct;4;Rainy;0;Night;5
Finland;4;Oct;4;Snow;0;Night;5
Finland;4;Oct;4;Clear;5;Dawn;2
Finland;4;Oct;4;Partly cloudy;3;Dawn;2
Finland;4;Oct;4;Overcast;2;Dawn;2
Finland;4;Oct;4;Rainy;0;Dawn;2
Finland;4;Oct;4;Snow;0;Dawn;2
Finland;4;Oct;4;Clear;5;Dusk;3
Finland;4;Oct;4;Partly cloudy;3;Dusk;3
Finland;4;Oct;4;Overcast;2;Dusk;3
Finland;4;Oct;4;Rainy;0;Dusk;3
Finland;4;Oct;4;Snow;0;Dusk;3
Finland;4;Nov;4;Clear;5;Night;5
Finland;4;Nov;4;Partly cloudy;3;Night;5
Finland;4;Nov;4;Overcast;2;Night;5
Finland;4;Nov;4;Rainy;0;Night;5
Finland;4;Nov;4;Snow;0;Night;5
Finland;4;Nov;4;Clear;5;Dawn;2
Finland;4;Nov;4;Partly cloudy;3;Dawn;2
Finland;4;Nov;4;Overcast;2;Dawn;2
Finland;4;Nov;4;Rainy;0;Dawn;2
Finland;4;Nov;4;Snow;0;Dawn;2
Finland;4;Nov;4;Clear;5;Dusk;3
Finland;4;Nov;4;Partly cloudy;3;Dusk;3
Finland;4;Nov;4;Overcast;2;Dusk;3
Finland;4;Nov;4;Rainy;0;Dusk;3
Finland;4;Nov;4;Snow;0;Dusk;3
Finland;4;Dec;4;Clear;5;Night;5
Finland;4;Dec;4;Partly cloudy;3;Night;5
Finland;4;Dec;4;Overcast;2;Night;5
Finland;4;Dec;4;Rainy;0;Night;5
Finland;4;Dec;4;Snow;0;Night;5
Finland;4;Dec;4;Clear;5;Dawn;2
Finland;4;Dec;4;Partly cloudy;3;Dawn;2
Finland;4;Dec;4;Overcast;2;Dawn;2
Finland;4;Dec;4;Rainy;0;Dawn;2
Finland;4;Dec;4;Snow;0;Dawn;2
Finland;4;Dec;4;Clear;5;Dusk;3
Finland;4;Dec;4;Partly cloudy;3;Dusk;3
Finland;4;Dec;4;Overcast;2;Dusk;3
Finland;4;Dec;4;Rainy;0;Dusk;3
Finland;4;Dec;4;Snow;0;Dusk;3
Sweden;3;Jan;4;Clear;5;Night;5
Sweden;3;Jan;4;Partly cloudy;3;Night;5
Sweden;3;Jan;4;Overcast;2;Night;5
Sweden;3;Jan;4;Rainy;0;Night;5
Sweden;3;Jan;4;Snow;0;Night;5
Sweden;3;Jan;4;Clear;5;Dawn;2
Sweden;3;Jan;4;Partly cloudy;3;Dawn;2
Sweden;3;Jan;4;Overcast;2;Dawn;2
